,user_id,song_id,listen_count,title,release,artist_name,year,song
8150,97cd6b9403a63af8b37839f959e1758a3923539f,SODLKNJ12A8C13D98A,4,Costumbres Argentinas,En El Opera,Los Abuelos De La Nada,1985,Costumbres Argentinas - Los Abuelos De La Nada
3968,9b887e10a4711486085c4fae2d2599fc0d2c484d,SOAXJOU12A6D4F6685,2,Littlest Things,Alright_ Still,Lily Allen,2006,Littlest Things - Lily Allen
6761,e3937c7c32f5b68422808a854a4a7a824ee448a5,SOXILLO12A6310F1B6,1,Aerodynamite,Daft Club,Daft Punk,2001,Aerodynamite - Daft Punk
8401,66da9a2bd5b588e150e08ff9510b59fe30a4abcd,SOSROFB12AAF3B4C5D,1,You Belong With Me,Fearless,Taylor Swift,2008,You Belong With Me - Taylor Swift
3612,5d5e0142e54c3bb7b69f548c2ee55066c90700eb,SOCCHGF12A8C13FFBF,2,Jump [feat. Nelly Furtado] (Album Version),Jump [feat. Nelly Furtado],Flo Rida,0,Jump [feat. Nelly Furtado] (Album Version) - Flo Rida
329,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOPIEIJ12A6D4F8F81,2,Waterfall,À La Carte,Triumvirat,1978,Waterfall - Triumvirat
2546,f47116f998e030f2dab275b81fb2a04a9dc06c33,SOPTLQL12AB018D56F,1,Billionaire [feat. Bruno Mars]  (Explicit Album Version),Billionaire [feat. Bruno Mars],Travie McCoy,0,Billionaire [feat. Bruno Mars]  (Explicit Album Version) - Travie McCoy
1429,90dbbbb47979f46ccdbc413d6b6e31cdb55aa58f,SODABFP12AB01845EC,2,Down On The Corner,Chronicle: 20 Greatest Hits,Creedence Clearwater Revival,1969,Down On The Corner - Creedence Clearwater Revival
6237,be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,SOLGIWB12A58A77A05,3,Reelin' In The Years,The Definitive Collection,Steely Dan,1972,Reelin' In The Years - Steely Dan
433,5a905f000fc1ff3df7ca807d57edb608863db05d,SOFBOXR12A6310F0FC,2,God Put A Smile Upon Your Face,A Rush Of Blood To The Head,Coldplay,2002,God Put A Smile Upon Your Face - Coldplay
5203,4691b4c353503da2c108e372ff056a9ac847c4d1,SODOLRB12A8AE47628,2,Touch My Body,R&B Collection,Mariah Carey,2008,Touch My Body - Mariah Carey
6187,5e3d8c9728270d6557453f0c738e7f443feef13e,SOTEGWG12AB01897AC,1,Forever,Relapse: Refill,Drake / Kanye West / Lil Wayne / Eminem,0,Forever - Drake / Kanye West / Lil Wayne / Eminem
9052,3fd3acaa8dfeb94b0602a33085b44ebe80545dd2,SOWGCMN12A8C136E44,1,Una Confusion,All Access,LU,2006,Una Confusion - LU
4370,e4c05157f8cebdf3b9d689c441ba97c5ed5db05b,SOPBQKY12AB0182306,9,Modern Way,Modern Way,Kaiser Chiefs,2005,Modern Way - Kaiser Chiefs
967,bd8475385f0aa78830fa6dfce9e7242164b035c8,SOOBGSW12A6D4F9D51,1,Say It Ain't So,Weezer,Weezer,1994,Say It Ain't So - Weezer
6854,bcb944b714cd54d7e263b21c49074d6a147479a1,SOAUWYT12A81C206F1,2,Undo,Vespertine Live,Björk,2001,Undo - Björk
423,5a905f000fc1ff3df7ca807d57edb608863db05d,SOESJHB12A8C13F5A5,1,Puppetmad,Creature Shock Radio,Puppetmastaz,2005,Puppetmad - Puppetmastaz
6235,be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,SOKLRPJ12A8C13C3FE,4,The Scientist,The Scientist,Coldplay,2002,The Scientist - Coldplay
4652,85952991b8e3ca5803a08b0b2f9c6d71abf9bb5b,SOBXHDL12A81C204C0,1,Stronger,Graduation,Kanye West,2007,Stronger - Kanye West
9100,6beb4699102775dab57aa406c5ea1217c4ff4869,SOBPQSZ12A6D4FACBB,5,Decades Of Despair,Aren´t You Dead Yet?,Carnal Forge,2004,Decades Of Despair - Carnal Forge
6213,be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,SODMGHY12A8C13E74B,3,Giocoso gioioso,Ennio morricone in lounge,Ennio Morricone,0,Giocoso gioioso - Ennio Morricone
2562,20d0638c7ada27ac12346b0ed5ab99b39524291d,SOJLJQK12A6D4FC6E9,1,Far Away,In Ghost Colours,Cut Copy,2008,Far Away - Cut Copy
4605,2475b003df9c084c1488b2e63666e8cc87112180,SOPYOLH12A8C13B5E5,2,You Dont Understand Me,Consolers Of The Lonely,The Raconteurs,2008,You Dont Understand Me - The Raconteurs
4317,8dcb524ff75e0ad0f0a80aaccadf7bbaa3b89a41,SOWIGII12A58A7A939,1,Taxi Cab,Contra,Vampire Weekend,2010,Taxi Cab - Vampire Weekend
5393,12a4a991c8b53cd6906995caed8b1f2bd3b6436a,SODABLD12A6D4F8B3C,2,A Million Miles Away,A Girl Like Me,Rihanna,2006,A Million Miles Away - Rihanna
8338,fe76c9d535c5834e4a9b91c13e29be6460cb79c4,SOSJDQJ12A8C13D4A9,5,Fancy Footwork,Fancy Footwork,Chromeo,2007,Fancy Footwork - Chromeo
3361,95773b3725a96464c85a5121d00f2566e6e8b69b,SOAXGDH12A8C13F8A1,4,Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,0,Dog Days Are Over (Radio Edit) - Florence + The Machine
1777,2aa3b8c9f60070025940183cdd44602086d7b535,SOKUECJ12A6D4F6129,1,Somebody Told Me,Hot Fuss,The Killers,2004,Somebody Told Me - The Killers
5149,3187e658fd71be99d68d96f3a61a436c8a607365,SOKRDTZ12A6D4FC72C,1,Stuck In A Rut,Permission To Land,The Darkness,2003,Stuck In A Rut - The Darkness
5918,806ccae96c8ecb1c198482aff785ccd6bbe17143,SOPQLBY12A6310E992,1,Creep (Explicit),Pablo Honey,Radiohead,1993,Creep (Explicit) - Radiohead
3186,2f343c8bd0502c4cf851a6970e47d296a4b76d5b,SOLFXKT12AB017E3E0,1,Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009,Fireflies - Charttraxx Karaoke
8700,c24ec42f0e449ff39a95a01f0795f833b898f71b,SOERYLG12A6701F07F,1,Times Like These,On And On,Jack Johnson,2003,Times Like These - Jack Johnson
8039,4bc4ae71635b18628f4b0fde4ecb0a40d6d68bf5,SOOHLII12A67ADD886,1,Strict Machine,Black Cherry,Goldfrapp,2003,Strict Machine - Goldfrapp
4419,18dc95f354220b343e98ebbb7c8564291284ed9f,SODEAWL12AB0187032,1,American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version),The Original Broadway Cast Recording 'American Idiot' Featuring Green Day,Green Day,0,American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version) - Green Day
9753,b12c786deef0e618b5f277bc337f67128f425efe,SOQJLWB12A6701E7B3,2,Losing My Edge,LCD Soundsystem,LCD Soundsystem,2000,Losing My Edge - LCD Soundsystem
2852,3ff7a31452eeabd7a4e07f0d243c674e3d0adf46,SOQPGDF12AB01858C5,5,Esisti Tu,Valerio Scanu Limited Edition,Valerio Scanu,0,Esisti Tu - Valerio Scanu
6004,adbd40c4f3fe78e7f49f491ea04859ea07de1ed1,SOTUUWK12AB01821C6,1,July_ July!,Castaways and Cutouts,The Decemberists,2002,July_ July! - The Decemberists
168,b64cdd1a0bd907e5e00b39e345194768e330d652,SOQPCVN12AF729FB85,3,Something About Us,Discovery,Daft Punk,2001,Something About Us - Daft Punk
3419,8ee90038724c4957eb4df16f3e9c6ed2b570a3ec,SOKVCYS12A6D4F87DC,1,Boten Anna [Radio edit],LOL,Basshunter,0,Boten Anna [Radio edit] - Basshunter
9584,9012fdca7eee0b946329367498a578adb5271ed8,SOXTCSM12A6D4F9E48,1,Al otro lado del Río,Motorcycle Diaries with additional Music,Jorge Drexler / Jeff Eckels / Carina Voly / John Vriesacker / Ana Laan / Leo Sidran / Ben Sidran,2004,Al otro lado del Río - Jorge Drexler / Jeff Eckels / Carina Voly / John Vriesacker / Ana Laan / Leo Sidran / Ben Sidran
6273,be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,SOYYJMW12A6D4F8636,2,Hands Open,Eyes Open,Snow Patrol,2006,Hands Open - Snow Patrol
136,b64cdd1a0bd907e5e00b39e345194768e330d652,SOBFMHC12A6D4F9401,3,High Life,Discovery,Daft Punk,2001,High Life - Daft Punk
5374,37029a65b9925fb3c1964774fcab695b82955f76,SOTNHIP12AB0183131,3,Make Her Say,Make Her Say,Kid Cudi / Kanye West / Common,2009,Make Her Say - Kid Cudi / Kanye West / Common
894,169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,SOYGHUM12AB018139C,1,Bad Company,War Is The Answer,Five Finger Death Punch,2009,Bad Company - Five Finger Death Punch
8389,66da9a2bd5b588e150e08ff9510b59fe30a4abcd,SOHDKAD12A58A7A8EC,3,Where I Stood (Album Version),On A Clear Night [Australian Version],Missy Higgins,0,Where I Stood (Album Version) - Missy Higgins
1483,f5e8cc6983d563ff255988b9ea0c53e67941f71e,SONZMEO12AF72AA717,4,Commissioning A Symphony In C,Comfort Eagle,Cake,2001,Commissioning A Symphony In C - Cake
1792,2aa3b8c9f60070025940183cdd44602086d7b535,SOYIWVC12A8AE47F31,1,It's Christmas So We'll Stop (Choir Version),It's Christmas So We'll Stop,The Pretend It's December Choir,2007,It's Christmas So We'll Stop (Choir Version) - The Pretend It's December Choir
6180,5e3d8c9728270d6557453f0c738e7f443feef13e,SOGBXDU12AB018791F,7,Houstatlantavegas,So Far Gone,Drake,0,Houstatlantavegas - Drake
4863,e8e8fda1705d4366eb47efd2ffc4f03af905d962,SOZFCQM12A58A7678B,1,The Trooper (1998 Digital Remaster),Ed Hunter,Iron Maiden,0,The Trooper (1998 Digital Remaster) - Iron Maiden
6177,cd7baa603618c40b9290bd05112061afefdde8ef,SOZPLKR12A6D4F8421,29,Drunk Kid Catholic,Noise Floor [Rarities 98 - 05],Bright Eyes,2000,Drunk Kid Catholic - Bright Eyes
5208,4691b4c353503da2c108e372ff056a9ac847c4d1,SOGHQMI12A8AE46ADC,1,No One,Now That's What I Call Music! 69,Alicia Keys,2007,No One - Alicia Keys
5181,537340ff896dea11328910013cfe759413e1eeb3,SOZDGEW12A8C13E748,2,One,...And Justice For All,Metallica,1988,One - Metallica
1447,ee03697dfdf668a9cd19a44a6f257b9d6a1dc60a,SOBUBLL12A58A795A8,1,They Might Follow You,Tiny Vipers,Tiny Vipers,2007,They Might Follow You - Tiny Vipers
199,17aa9f6dbdf753831da8f38c71b66b64373de613,SOAVIJW12AB018269B,1,Hot N Cold (Manhattan Clique Remix Radio Edit),Hot N Cold,Katy Perry,2008,Hot N Cold (Manhattan Clique Remix Radio Edit) - Katy Perry
1823,99b5f915dd56a0150eb91605e1f6109e1e80c9de,SONFIMU12A6701F304,5,Come Fly With Me (Album Version),Michael Bublé,Michael Bublé,2003,Come Fly With Me (Album Version) - Michael Bublé
6066,4449f7ea241ceb4a2d1e2298c4aead417b26899a,SOQLUTQ12A8AE48037,1,The Pretender,Echoes_ Silence_ Patience & Grace,Foo Fighters,2007,The Pretender - Foo Fighters
8922,0dd93f61fe69f292ac336715ef607214efb3dbaa,SOADJQJ12A8C141D38,4,Halo,Halo,Beyoncé,2008,Halo - Beyoncé
3886,884209a41deb55df792f074bccf8af1c1c31768b,SOTARUJ12A8C13B0DA,1,Six Feet Up,One Ten Hundred Thousand Million,Octopus Project,2005,Six Feet Up - Octopus Project
8067,42c9fba813dd9ca8ca3673277a0f923b6845a7a6,SOGLCXR12AB0182738,31,Know Your Enemy (Album Version),21st Century Breakdown,Green Day,2009,Know Your Enemy (Album Version) - Green Day
2121,732f88be38fae217f8ab7e24c20dd072436e3e40,SOTJMIT12AB017B5B3,1,Bellevue,Bravado (Ep),Miami Horror,2008,Bellevue - Miami Horror
807,baf47ed8da24d607e50d8684cde78b923538640f,SOHKYPZ12B0B80758A,3,Paint's Peeling,The Execution Of All Things,Rilo Kiley,2002,Paint's Peeling - Rilo Kiley
5661,1b704d4cddabea8258bd93497fcb73eab32fa592,SOXDKEP12A6D4F910D,1,My Heart (Album Version),All We Know Is Falling,Paramore,0,My Heart (Album Version) - Paramore
2997,15415fa2745b344bce958967c346f2a89f792f63,SOPUPQS12AF72A59EA,1,Bad Detective,A Hard Night's Day,New York Dolls,1974,Bad Detective - New York Dolls
1198,a58de017cbeda1763ea002fe027ed41b4ed53109,SODGVGW12AC9075A8D,4,Somebody To Love,My Worlds,Justin Bieber,2010,Somebody To Love - Justin Bieber
4403,18dc95f354220b343e98ebbb7c8564291284ed9f,SOAVYHI12A6D4F766A,1,Do You Really Want To Hurt Me,This Time,Culture Club,1982,Do You Really Want To Hurt Me - Culture Club
9013,3fd3acaa8dfeb94b0602a33085b44ebe80545dd2,SOAXGDH12A8C13F8A1,1,Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,0,Dog Days Are Over (Radio Edit) - Florence + The Machine
1241,a58de017cbeda1763ea002fe027ed41b4ed53109,SOKUTUM12A6701D9CD,1,Do You Remember,In Between Dreams,Jack Johnson,2005,Do You Remember - Jack Johnson
4051,9b887e10a4711486085c4fae2d2599fc0d2c484d,SONBBIE12A8C140C39,1,I'll Be Lovin' U Long Time,E=MC²,Mariah Carey,2008,I'll Be Lovin' U Long Time - Mariah Carey
8962,0dd93f61fe69f292ac336715ef607214efb3dbaa,SOTWSXL12A8C143349,4,Love Story,Het Beste Uit De Top 40 - 2009,Taylor Swift,2008,Love Story - Taylor Swift
623,5a905f000fc1ff3df7ca807d57edb608863db05d,SORFFOI12A8C135E10,2,Golden Diva,Los Angeles,Flying Lotus,2008,Golden Diva - Flying Lotus
1162,12768858f6a825452e412deb1df36d2d1d9c6791,SOIPYDT12A6701F992,1,White Room,I Feel Free - Ultimate Cream,Cream,0,White Room - Cream
6356,c01f9838d66929bd2494eb8e627054024a13d5c4,SOMCAFM12A58A7B024,1,Who Can Compare,Let's Not Forget The Story,Foolish Things,2006,Who Can Compare - Foolish Things
7179,7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SOBLLXY12A8C140136,1,Rewind [feat. Wyclef Jean] (Album Version),R.O.O.T.S.,Flo Rida,2009,Rewind [feat. Wyclef Jean] (Album Version) - Flo Rida
2603,7e2b716907a9a295d92c2f35d7e260aeee2b32cf,SOKDRMX12AB0189B10,1,So Jealous,The L Word: Season 3,Tegan And Sara,2004,So Jealous - Tegan And Sara
2775,b61afb42335287239bd40e1dea50d849cbf8a9a9,SOTJPUL12A8C133126,1,Window Blues,Youth Novels,Lykke Li,2008,Window Blues - Lykke Li
3781,884209a41deb55df792f074bccf8af1c1c31768b,SODMASJ12AF729E6FA,2,Face To Face,Discovery,Daft Punk,2001,Face To Face - Daft Punk
5846,343fc3fb987ca12c3c5df154c2b4721ca111f696,SOQCQMT12A8AE47E15,1,Superstar,Confessions,Usher,2004,Superstar - Usher
6118,c1fc436b58e28b3e3f1b43a4e955baa19d8a69ba,SOMCWAZ12A67ADBCE3,1,In The Waiting Line,Simple Things,Zero 7,2001,In The Waiting Line - Zero 7
1740,ca80fbb6d0deb3cae53763099e2cae7306f005ec,SOOGBWC12A8C140B96,1,LoveStoned/I Think She Knows,LoveStoned / I Think She Knows,Justin Timberlake,2007,LoveStoned/I Think She Knows - Justin Timberlake
2282,f28f980d8842ebfaa31e8fb3939aace4a43a18ec,SOCGVMO12A67AE24CC,2,Bliss,Origin Of Symmetry,Muse,0,Bliss - Muse
7939,9c4e14bbd043846b632d3737f08104dcaeb88142,SOWYRXW12A8C1351CA,5,Bedroom Suite,Upstairs Overlooking,Joe Christmas,0,Bedroom Suite - Joe Christmas
5103,7d0317ddb859a960cb4836e7c7e9982a54fd64e2,SOWSLRB12AB0186DD3,2,Macho Man,San Francisco Macho Man,Village People,1978,Macho Man - Village People
8216,781d38e5e6029826707b207d7c2ef5c120fa36ed,SOTSHYT12A8C142868,1,Rome,Wolfgang Amadeus Phoenix,Phoenix,0,Rome - Phoenix
8408,66da9a2bd5b588e150e08ff9510b59fe30a4abcd,SOWKSFG12A8C13E535,2,Torn,Love Song,Natalie Imbruglia,1997,Torn - Natalie Imbruglia
5249,12497e138741a0b94bb36a14bef32c9d0ee20fec,SODDZJU12A6D4F8AD2,1,Weekend!,Weekend!,Scooter,0,Weekend! - Scooter
3421,8ee90038724c4957eb4df16f3e9c6ed2b570a3ec,SOKXMHW12AF729EAA6,1,Harvest (Remastered Album Version),Harvest,Neil Young,1972,Harvest (Remastered Album Version) - Neil Young
4262,8dcb524ff75e0ad0f0a80aaccadf7bbaa3b89a41,SOIPYDT12A6701F992,1,White Room,I Feel Free - Ultimate Cream,Cream,0,White Room - Cream
207,17aa9f6dbdf753831da8f38c71b66b64373de613,SOCJQTG12AC9097645,1,Knee Deep At The National Pop League,Underachievers Please Try Harder,Camera Obscura,0,Knee Deep At The National Pop League - Camera Obscura
2322,8cbb5066924ec788e3fea9a4aae59586f46f38fa,SOBOAFP12A8C131F36,1,Lucky (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,0,Lucky (Album Version) - Jason Mraz & Colbie Caillat
6185,5e3d8c9728270d6557453f0c738e7f443feef13e,SOMCMKG12A8C1347BF,1,Le Jardin d'Hiver,Smile,Jacky Terrasson,2002,Le Jardin d'Hiver - Jacky Terrasson
591,5a905f000fc1ff3df7ca807d57edb608863db05d,SOPRATO12A8C132851,3,Out At The Pictures,Made In The Dark,Hot Chip,2008,Out At The Pictures - Hot Chip
5272,12497e138741a0b94bb36a14bef32c9d0ee20fec,SOOHCLI12A6D4FBFE2,1,sillyworld (Album Version),Come What[ever] May,Stone Sour,2006,sillyworld (Album Version) - Stone Sour
1720,ca80fbb6d0deb3cae53763099e2cae7306f005ec,SODADZM12A8C1411CD,1,Karibien,No Way Down,Air France,2006,Karibien - Air France
1863,77cac5c3389010b64d01b30f725c24de4a5bb626,SOXOZIX12AF72A4EA0,6,La Valse D'Amélie (Version Piano),Amelie From Montmartre,Yann Tiersen,2001,La Valse D'Amélie (Version Piano) - Yann Tiersen
8717,c24ec42f0e449ff39a95a01f0795f833b898f71b,SOHOCMM12AB01845E0,2,I'm Not Your Toy,La Roux,La Roux,2009,I'm Not Your Toy - La Roux
469,5a905f000fc1ff3df7ca807d57edb608863db05d,SOHWBGO12A6D4FA87A,2,We Never Change,Parachutes,Coldplay,2000,We Never Change - Coldplay
5446,12a4a991c8b53cd6906995caed8b1f2bd3b6436a,SOOAVGC12AB01821EC,1,The Bachelor and the Bride,Her Majesty The Decemberists,The Decemberists,2003,The Bachelor and the Bride - The Decemberists
6265,be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,SOWGPQK12A6701F299,1,Can't Help Falling In Love (Album Version) (Studio),Come Fly With Me,Michael Bublé,2004,Can't Help Falling In Love (Album Version) (Studio) - Michael Bublé
5627,1b704d4cddabea8258bd93497fcb73eab32fa592,SOQOQEX12A8C1404C4,1,Warrior's Dance,Invaders Must Die,The Prodigy,2009,Warrior's Dance - The Prodigy
928,bd8475385f0aa78830fa6dfce9e7242164b035c8,SOFBFVG12A6D4F61A7,3,Trouble (Album Version),Trouble,Ray LaMontagne,2004,Trouble (Album Version) - Ray LaMontagne
2721,b61afb42335287239bd40e1dea50d849cbf8a9a9,SODJCKV12A8C13ED5D,1,Knights,Crystal Castles,Crystal Castles,2008,Knights - Crystal Castles
9661,332de6dcfc5b597500a661ab51a84653705b492b,SOUSOKG12A58A7AC15,9,Sandstorm,Galaxy Dance Anthems,Darude,2000,Sandstorm - Darude
2934,07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,SOPPROJ12AB0184E18,1,Pursuit Of Happiness (nightmare),Pursuit Of Happiness,Kid Cudi / MGMT / Ratatat,2010,Pursuit Of Happiness (nightmare) - Kid Cudi / MGMT / Ratatat
1913,b6b799f34a204bd928ea014c243ddad6d0be4f8f,SOIMCDE12A6D4F8383,3,Around The World (Radio Edit),Musique Vol 1,Daft Punk,1996,Around The World (Radio Edit) - Daft Punk
956,bd8475385f0aa78830fa6dfce9e7242164b035c8,SOLFXKT12AB017E3E0,2,Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009,Fireflies - Charttraxx Karaoke
9680,b12c786deef0e618b5f277bc337f67128f425efe,SOCXCTS12AC468A380,2,Basic Space,Various Artists/Rough Trade Counter Culture 09,The xx,2009,Basic Space - The xx
25,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SORPMYJ12AF729EB90,1,Warning,Live in Malaysia 2004,Incubus,2001,Warning - Incubus
1134,2c42e6551311710ca5a839d62058820a42ead493,SOVEEGT12AB0180463,1,Pi-di-di-di,Calle 13 (Clean Version),Calle 13,2005,Pi-di-di-di - Calle 13
5021,e21477efb83bd323205ce6f5bd662f3df9d477e5,SOWSWBS12A6D4F658A,1,Move Away,Sawdust,The Killers,2007,Move Away - The Killers
3224,9fbc0cc4fe6191cabdddf41124bd507dca08ceb6,SONIQRE12AF72A2B02,2,Bring Me To Life,Fallen,Evanescence,2003,Bring Me To Life - Evanescence
9744,b12c786deef0e618b5f277bc337f67128f425efe,SOPLMHA12A67AD864A,1,Gravity's Rainbow,Myths Of The Near Future,Klaxons,2006,Gravity's Rainbow - Klaxons
4939,e21477efb83bd323205ce6f5bd662f3df9d477e5,SOGHJWA12A6D4FC6D7,1,We Fight For Diamonds,In Ghost Colours,Cut Copy,2008,We Fight For Diamonds - Cut Copy
9837,a8268c552c1122626ba8ab4d7cf2f799de7931b2,SOSZESM12AB01810BF,1,Birthday,Ray Guns Are Not Just The Future,the bird and the bee,2008,Birthday - the bird and the bee
2937,07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,SOTFUOE12A58A7ABFA,1,Apple,Slinky Presents Global Trance New Zealand,Sander Van Doorn,2008,Apple - Sander Van Doorn
3533,bd64f193f0f53f09d44ff48fd52830ff2fded392,SOJDNKW12A58A7B1B5,2,Make Me Better,Def Jam 25: Volume 3 - It Takes Two PT 1,Fabolous / Ne-Yo,0,Make Me Better - Fabolous / Ne-Yo
5116,f608c215606e6421a429ea28ad08243241d5347d,SOJDZOH12A58A77672,1,Pages,3 Doors Down,3 Doors Down,2008,Pages - 3 Doors Down
4845,56b0a86f8093f90d1c9ab1762467c44808ceb672,SONQBUB12A6D4F8ED0,6,Angie (1993 Digital Remaster),Jump Back - The Best Of The Rolling Stones_ '71-'93,The Rolling Stones,0,Angie (1993 Digital Remaster) - The Rolling Stones
8131,6ebd0e701753b9573d479bd53811a8788dba09d9,SOJTIEW12A8AE44CD0,4,Spitfire (Album Version),Always Outnumbered_ Never Outgunned,The Prodigy,0,Spitfire (Album Version) - The Prodigy
8032,4bc4ae71635b18628f4b0fde4ecb0a40d6d68bf5,SOLQXDJ12AB0182E47,3,Yes,Party Rock,LMFAO,2008,Yes - LMFAO
3854,884209a41deb55df792f074bccf8af1c1c31768b,SONQSBF12AF72ABB86,1,Thrills,LCD Soundsystem,LCD Soundsystem,2005,Thrills - LCD Soundsystem
7997,0a004c08b700e4edb74b44c2dbceca4280760a9a,SOFLJQZ12A6D4FADA6,1,Tive Sim,Nova Bis-Cartola,Cartola,1974,Tive Sim - Cartola
7148,66a0167a7c636b06efc39953aca127667beea260,SOLRGVL12A8C143BC3,1,Bulletproof,Bulletproof,La Roux,2009,Bulletproof - La Roux
8372,135ae184f8552252dcdec7f82ff6f647fa76e9ec,SOPQLBY12A6310E992,1,Creep (Explicit),Pablo Honey,Radiohead,1993,Creep (Explicit) - Radiohead
5368,37029a65b9925fb3c1964774fcab695b82955f76,SOPWZGK12A67020744,7,Ironic (Acoustic Album Version),Jagged Little Pill Acoustic,Alanis Morissette,2007,Ironic (Acoustic Album Version) - Alanis Morissette
6594,8fce200f3912e9608e3b1463cdb9c3529aab5c08,SOZAPQT12A8C142821,1,Ragoo,Because Of The Times,Kings Of Leon,2007,Ragoo - Kings Of Leon
1434,90dbbbb47979f46ccdbc413d6b6e31cdb55aa58f,SOPJXEX12A8C13E664,1,Gloomy,Creedence Clearwater Revival,Creedence Clearwater Revival,1968,Gloomy - Creedence Clearwater Revival
3912,884209a41deb55df792f074bccf8af1c1c31768b,SOVXUKQ12A67021875,1,Kids With Guns,Demon Days,Gorillaz,2005,Kids With Guns - Gorillaz
3091,95942345306393998eb3a051ae5fa3c4d5afbaa4,SOPUCWY12A8C13371B,5,Faust Arp,In Rainbows,Radiohead,2007,Faust Arp - Radiohead
2344,8cbb5066924ec788e3fea9a4aae59586f46f38fa,SOSCIZP12AB0181D2F,1,Alejandro,The Fame Monster,Lady GaGa,2009,Alejandro - Lady GaGa
5995,adbd40c4f3fe78e7f49f491ea04859ea07de1ed1,SORKZFB12A6D4FCABC,1,Agaetis Byrjun,Agaetis Byrjun,Sigur Ros,2003,Agaetis Byrjun - Sigur Ros
8286,fe76c9d535c5834e4a9b91c13e29be6460cb79c4,SOFZVOT12A8C1408E9,2,Skin And Bones,Skin And Bones,Foo Fighters,2005,Skin And Bones - Foo Fighters
770,baf47ed8da24d607e50d8684cde78b923538640f,SOAVYHI12A6D4F766A,5,Do You Really Want To Hurt Me,This Time,Culture Club,1982,Do You Really Want To Hurt Me - Culture Club
8829,c24ec42f0e449ff39a95a01f0795f833b898f71b,SOZARVW12A67ADAC26,4,You Really Got Me (Album Version),Van Halen,Van Halen,1978,You Really Got Me (Album Version) - Van Halen
2492,9fba771d9731561eba47216f6fbfc0023d88641b,SOTNEEA12A6D4F7F8D,7,Born On The Bayou,At The Movies,Creedence Clearwater Revival,1969,Born On The Bayou - Creedence Clearwater Revival
1208,a58de017cbeda1763ea002fe027ed41b4ed53109,SOEYVHS12AB0181D31,4,Monster,The Fame Monster,Lady GaGa,2009,Monster - Lady GaGa
5294,12497e138741a0b94bb36a14bef32c9d0ee20fec,SOZNTHP12A6D4FC4D4,1,Me And My Friends (2003 Digital Remaster),The Uplift Mofo Party Plan,Red Hot Chili Peppers,1987,Me And My Friends (2003 Digital Remaster) - Red Hot Chili Peppers
8467,dd67a78d5f9d8140a0d83849441ca1807f7ea790,SOBONKR12A58A7A7E0,1,You're The One,If There Was A Way,Dwight Yoakam,1990,You're The One - Dwight Yoakam
6950,3851d01aa9d1b2505fa361b63940e8cdc9a3e754,SOBVYNO12A8C140601,11,Here I Stand,Just To Let You Know&,Bitty McLean,1994,Here I Stand - Bitty McLean
1152,bf30441e24ef5326354295723d9fe1edf59b8554,SOJIPLZ12A6D4F6110,1,Right Where I Need To Be,Greatest Hits,Gary Allan,1999,Right Where I Need To Be - Gary Allan
5302,ffadf9297a99945c0513cd87939d91d8b602936b,SOHPAER12A8C1380FB,4,The Good Times Are Killing Me,Good News For People Who Love Bad News,Modest Mouse,2004,The Good Times Are Killing Me - Modest Mouse
307,d6589314c0a9bcbca4fee0c93b14bc402363afea,SODASIJ12A6D4F5D89,1,The Invisible Man,The Invisible Man,Michael Cretu,1985,The Invisible Man - Michael Cretu
